PHYS_ACT_PHRASE,Category,METs,calPerHour_METxWtInKGxTimeInHrs
read while,25,1.5,121.05
read yo,25,1.5,121.05
read your bio,25,1.5,121.05
read your blog,25,1.5,121.05
read your book,25,1.5,121.05
read your books,25,1.5,121.05
read your dm,25,1.5,121.05
read your last tweet,25,1.5,121.05
read your messages,25,1.5,121.05
read your posts,25,1.5,121.05
read your story,25,1.5,121.05
read your tweet,25,1.5,121.05
read your tweet and,25,1.5,121.05
read your tweets,25,1.5,121.05
read your tweets and,25,1.5,121.05
read yours,25,1.5,121.05
read yours first,25,1.5,121.05
readin this,25,1.5,121.05
reading,25,1.5,121.05
reading #fiftyshadesdarker,25,1.5,121.05
reading #fiftyshadesofgrey,25,1.5,121.05
reading #oomf tweets,25,1.5,121.05
reading #reading,25,1.5,121.05
reading #thehungergames,25,1.5,121.05
reading a,25,1.5,121.05
reading a book,25,1.5,121.05
reading a bunch,25,1.5,121.05
reading a clash of kings,25,1.5,121.05
reading a good book,25,1.5,121.05
reading a lot,25,1.5,121.05
reading a magazine,25,1.5,121.05
reading a new book,25,1.5,121.05
reading a newspaper,25,1.5,121.05
reading a ton,25,1.5,121.05
reading about,25,1.5,121.05
reading about it,25,1.5,121.05
reading about it on the wired app,25,1.5,121.05
reading about the,25,1.5,121.05
reading again,25,1.5,121.05
reading all,25,1.5,121.05
reading all day,25,1.5,121.05
reading all my tweets,25,1.5,121.05
reading all night,25,1.5,121.05
reading all of,25,1.5,121.05
reading all the tweets,25,1.5,121.05
reading all these,25,1.5,121.05
reading all these tweets,25,1.5,121.05
reading all this,25,1.5,121.05
reading all your tweets,25,1.5,121.05
reading along,25,1.5,121.05
reading an article,25,1.5,121.05
reading and,25,1.5,121.05
reading and listening,25,1.5,121.05
reading and relaxing,25,1.5,121.05
reading and shit,25,1.5,121.05
reading and studying,25,1.5,121.05
reading and writing,25,1.5,121.05
reading and writing,25,1.5,121.05
reading anything,25,1.5,121.05
reading assignment,25,1.5,121.05
reading assignments,25,1.5,121.05
reading before,25,1.5,121.05
reading before bed,25,1.5,121.05
reading before class,25,1.5,121.05
reading before work,25,1.5,121.05
reading book,25,1.5,121.05
reading books,25,1.5,121.05
reading breaking dawn,25,1.5,121.05
reading chair,25,1.5,121.05
reading chapter,25,1.5,121.05
reading class,25,1.5,121.05
reading coach,25,1.5,121.05
reading comics,25,1.5,121.05
reading comprehension,25,1.5,121.05
reading cosmo,25,1.5,121.05
reading done,25,1.5,121.05
reading em,25,1.5,121.05
reading emails,25,1.5,121.05
reading fifty shades,25,1.5,121.05
reading fifty shades darker,25,1.5,121.05
reading for class,25,1.5,121.05
reading for fun,25,1.5,121.05
reading for today,25,1.5,121.05
reading harry potter,25,1.5,121.05
reading her tweets,25,1.5,121.05
reading his book,25,1.5,121.05
reading his tweets,25,1.5,121.05
reading history,25,1.5,121.05
reading homework,25,1.5,121.05
reading http,25,1.5,121.05
reading hunger games,25,1.5,121.05
reading it,25,1.5,121.05
reading it again,25,1.5,121.05
reading it lol,25,1.5,121.05
reading it now,25,1.5,121.05
reading it on,25,1.5,121.05
reading it right now,25,1.5,121.05
reading list,25,1.5,121.05
reading log,25,1.5,121.05
reading magazines,25,1.5,121.05
reading makes,25,1.5,121.05
reading makes me sleepy,25,1.5,121.05
reading material,25,1.5,121.05
reading material for the,25,1.5,121.05
reading mine,25,1.5,121.05
reading mockingjay,25,1.5,121.05
reading more,25,1.5,121.05
reading my,25,1.5,121.05
reading my bible,25,1.5,121.05
reading my blog,25,1.5,121.05
reading my book,25,1.5,121.05
reading my book and,25,1.5,121.05
reading my horoscope,25,1.5,121.05
reading my kindle,25,1.5,121.05
reading my messages,25,1.5,121.05
reading my new book,25,1.5,121.05
reading my old tweets,25,1.5,121.05
reading my shit,25,1.5,121.05
reading my tl,25,1.5,121.05
reading my tweets lol,25,1.5,121.05
reading notes,25,1.5,121.05
reading old facebook messages,25,1.5,121.05
reading old tweets,25,1.5,121.05
reading our old,25,1.5,121.05
reading our old conversations,25,1.5,121.05
reading our tweets,25,1.5,121.05
reading outside,25,1.5,121.05
reading over,25,1.5,121.05
reading part,25,1.5,121.05
reading plans,25,1.5,121.05
reading plus,25,1.5,121.05
reading reading reading,25,1.5,121.05
reading research,25,1.5,121.05
reading romeo and juliet,25,1.5,121.05
reading session,25,1.5,121.05
reading shakespeare,25,1.5,121.05
reading since,25,1.5,121.05
reading some,25,1.5,121.05
reading some of,25,1.5,121.05
reading some of my old tweets,25,1.5,121.05
reading something,25,1.5,121.05
reading test,25,1.5,121.05
reading that,25,1.5,121.05
reading that book,25,1.5,121.05
reading that shit,25,1.5,121.05
reading that tweet,25,1.5,121.05
reading the,25,1.5,121.05
reading the bible,25,1.5,121.05
reading the book,25,1.5,121.05
reading the books,25,1.5,121.05
reading the dictionary,25,1.5,121.05
reading the great gatsby,25,1.5,121.05
reading the help,25,1.5,121.05
reading the hobbit,25,1.5,121.05
reading the hunger games,25,1.5,121.05
reading the lucky one,25,1.5,121.05
reading the news,25,1.5,121.05
reading the news paper,25,1.5,121.05
reading the newspaper,25,1.5,121.05
reading the paper,25,1.5,121.05
reading the same,25,1.5,121.05
reading the same book,25,1.5,121.05
reading the same book over,25,1.5,121.05
reading the tweets,25,1.5,121.05
reading the word,25,1.5,121.05
reading their tweets,25,1.5,121.05
reading them,25,1.5,121.05
reading these,25,1.5,121.05
reading these tweets,25,1.5,121.05
reading things,25,1.5,121.05
reading this book,25,1.5,121.05
reading this book for,25,1.5,121.05
reading this lol,25,1.5,121.05
reading this right now,25,1.5,121.05
reading this stuff,25,1.5,121.05
reading this stupid book,25,1.5,121.05
reading this too,25,1.5,121.05
reading this tweet,25,1.5,121.05
reading this tweet right now,25,1.5,121.05
reading this tweet you,25,1.5,121.05
reading those,25,1.5,121.05
reading those tweets,25,1.5,121.05
reading through,25,1.5,121.05
reading time,25,1.5,121.05
reading tonight,25,1.5,121.05
reading tweets,25,1.5,121.05
reading tweets from,25,1.5,121.05
reading tweets nd dming w,25,1.5,121.05
reading twilight,25,1.5,121.05
reading twitter fights,25,1.5,121.05
reading type,25,1.5,121.05
reading ur tweets,25,1.5,121.05
reading while,25,1.5,121.05
reading your,25,1.5,121.05
reading your best friend's status,25,1.5,121.05
reading your blog,25,1.5,121.05
reading your book,25,1.5,121.05
reading your posts,25,1.5,121.05
reading your stuff,25,1.5,121.05
reading your tweet,25,1.5,121.05
reading your tweets,25,1.5,121.05
reading your tweets and,25,1.5,121.05
ready ta eat,35,1.5,121.05
ready to eat,35,1.5,121.05
ready to eat again,35,1.5,121.05
ready to eat and,35,1.5,121.05
ready to eat and go,35,1.5,121.05
ready to eat now,35,1.5,121.05
ready to eat some,35,1.5,121.05
ready to get my hair braided,34,1.3,104.91
ready to get my hair did,34,1.3,104.91
ready to get my hair done,34,1.3,104.91
ready to watch my,16,1.3,104.91
ready to watch some,16,1.3,104.91
ready to watch some football,16,1.3,104.91
ready to watch the,16,1.3,104.91
ready to watch this,16,1.3,104.91
ready too eat,35,1.5,121.05
really enjoyed church today,40,1.8,145.26
really enjoyed watching,16,1.3,104.91
really hot shower,34,2,161.4
really need to get my hair,34,1.3,104.91
really need to get my hair done,34,1.3,104.91
really need to go shopping,13,2.3,185.61
really needs a wash,9,3.5,282.45
really wanna watch it,16,1.3,104.91
really wanna watch the,16,1.3,104.91
reason i watch the show,16,1.3,104.91
rec basketball,36,6.5,524.55
recently watched,16,1.3,104.91
recommended reading,25,1.5,121.05
record shopping,13,2.3,185.61
recovery run,33,11.8,952.26
recumbent bike,2,4,322.8
redid my hair,34,2.5,201.75
redid my hair,34,2.5,201.75
redo my nails,34,1.3,104.91
redye my hair,34,2.5,201.75
refreshing shower,34,2,161.4
regret eating,35,1.5,121.05
regular shopping,13,2.3,185.61
relax and eat,35,1.5,121.05
relax and watch movies,16,1.3,104.91
relax and watch some,16,1.3,104.91
relax and watch some tv,16,1.3,104.91
relax and watch tv,16,1.3,104.91
relaxing and reading,25,1.5,121.05
relaxing and watching,16,1.3,104.91
relaxing and watching tv,16,1.3,104.91
relaxing shower,34,2,161.4
relaxing watching,16,1.3,104.91
relaxing watching a movie,16,1.3,104.91
relaxing watching football,16,1.3,104.91
relaxing watching tv,16,1.3,104.91
reliving my childhood by watching,16,1.3,104.91
remodeling my room,20,4,322.8
remodeling the bathroom,20,4,322.8
renting bikes,1,4,322.8
repacking,9,2.3,185.61
repaint my room,20,3.3,266.31
report writing,25,1.5,121.05
required reading,25,1.5,121.05
reread,25,1.5,121.05
reread my tweets,25,1.5,121.05
reread our messages,25,1.5,121.05
reread that,25,1.5,121.05
reread the same paragraph over,25,1.5,121.05
reread them,25,1.5,121.05
rereading,25,1.5,121.05
rereading it,25,1.5,121.05
rereading the last one,25,1.5,121.05
restraighten my hair,34,2.5,201.75
retwist my hair,34,2.5,201.75
retwisting my hair,34,2.5,201.75
retype,25,1.5,121.05
retype it,25,1.5,121.05
rewatch it,16,1.3,104.91
rewatched,16,1.3,104.91
rewatching,16,1.3,104.91
rewatching it,16,1.3,104.91
rewatching season,16,1.3,104.91
rewrite it,25,1.5,121.05
rewriting,25,1.5,121.05
rey eat,35,1.5,121.05
rey get dressed,34,2.5,201.75
rey shower,34,2,161.4
ride bicycles,1,4,322.8
ride bike,1,4,322.8
ride bikes,1,4,322.8
ride on the bike,1,4,322.8
ride snowboards from,41,5.3,427.71
ride to church,40,1.8,145.26
riding a bicycle,1,4,322.8
riding a bike,1,4,322.8
riding bicycles,1,4,322.8
riding bike,1,4,322.8
riding bikes,1,4,322.8
riding my bike,1,4,322.8
riding my bike to,1,4,322.8
riding my bike to school,1,4,322.8
riding my bike to work,1,4,322.8
riding the bike,1,4,322.8
ring dance,7,7.8,629.46
ring shopping,13,2.3,185.61
river tubing,39,2.3,185.61
riverfront evening hike http,38,6,484.2
road bike ride,1,4,322.8
robot dance,7,7.8,629.46
rock climbing,36,7.5,605.25
rock climbing at,38,7.5,605.25
rock climbing gym,38,7.5,605.25
rock climbing in,38,7.5,605.25
rock climbing today,38,7.5,605.25
rode a bike,1,4,322.8
rode bikes,1,4,322.8
rode my bike,1,4,322.8
rode my bike here,1,4,322.8
rode my bike home,1,4,322.8
rode my bike to,1,4,322.8
rode my bike to work,1,4,322.8
rode our bikes,1,4,322.8
rode our bikes to,1,4,322.8
rode the bike,1,4,322.8
rode the bike to,1,4,322.8
roll my hair,34,2.5,201.75
roller skate,42,7,564.9
roller skating,42,7,564.9
roller skating tonight,42,7,564.9
roller skiing,42,9,726.3
rollers in my hair,34,2.5,201.75
rollerskating,42,7,564.9
rolling my hair,34,2.5,201.75
romantic walk,37,2,161.4
room clean,9,3.3,266.31
room cleaned,9,3.3,266.31
room is clean,9,3.3,266.31
room is cleaned,9,3.3,266.31
room is finally clean,9,3.3,266.31
room is so clean,9,3.3,266.31
room is so clean and,9,3.3,266.31
room watching,16,1.3,104.91
room watching,16,1.3,104.91
room watching tv,16,1.3,104.91
room's clean,9,3.3,266.31
rooms clean,9,3.3,266.31
rooms cleaned,9,3.3,266.31
ropes course,36,4,322.8
round of disc golf,36,3,242.1
round of golf,36,4.8,387.36
round of golf in,36,4.8,387.36
round of golf today,36,4.8,387.36
round of golf with,36,4.8,387.36
rounds of golf,36,4.8,387.36
rowing,39,3.5,282.45
rowing machine,2,4.8,387.36
run after work,33,11.8,952.26
run and lift,33,11.8,952.26
run and lift,4,5,403.5
run and then,33,11.8,952.26
run and workout,33,11.8,952.26
run anyone,33,11.8,952.26
run around the block,33,11.8,952.26
run around the house naked,37,2,161.4
run before class,33,11.8,952.26
run before work,33,11.8,952.26
run complete,33,11.8,952.26
run done,33,11.8,952.26
run in central park,33,11.8,952.26
run in gym,33,11.8,952.26
run in the am,33,11.8,952.26
run in the morning,33,11.8,952.26
run in the mornings,33,11.8,952.26
run in the park,33,11.8,952.26
run in the rain,33,11.8,952.26
run in the snow,33,11.8,952.26
run in this,33,11.8,952.26
run in this morning,33,11.8,952.26
run in this weather,33,11.8,952.26
run it out,33,11.8,952.26
run later,33,11.8,952.26
run on a treadmill,2,9,726.3
run on the beach,33,11.8,952.26
run on the treadmill,2,9,726.3
run outside today,33,11.8,952.26
run right now,33,11.8,952.26
run some laps,33,11.8,952.26
run some miles,33,11.8,952.26
run some more,33,11.8,952.26
run soon,33,11.8,952.26
run this morning,33,11.8,952.26
run this weekend,33,11.8,952.26
run to clear my head,33,11.8,952.26
run to clear my mind,33,11.8,952.26
run to remember,33,11.8,952.26
run to the beach,33,11.8,952.26
run to the grocery store,12,2.3,185.61
run to the gym,33,11.8,952.26
run today,33,11.8,952.26
run tomorrow,33,11.8,952.26
run tomorrow morning,33,11.8,952.26
run track this year,33,11.8,952.26
run up the stairs,33,8.8,710.16
run with me,33,11.8,952.26
run with me at,33,11.8,952.26
run with me tomorrow,33,11.8,952.26
run with us,33,11.8,952.26
run yesterday,33,11.8,952.26
runner's high,33,11.8,952.26
runners high,33,11.8,952.26
runners path,33,11.8,952.26
runnin in the rain,33,11.8,952.26
running a half marathon,33,11.8,952.26
running a mile,33,11.8,952.26
running after work,33,11.8,952.26
running again today,33,11.8,952.26
running buddies,33,11.8,952.26
running buddy,33,11.8,952.26
running by the river,33,11.8,952.26
running cross country,33,11.8,952.26
running for awhile,33,11.8,952.26
running hills,33,15,1210.5
running in the a,33,11.8,952.26
running in the am,33,11.8,952.26
running in the morning,33,11.8,952.26
running in the rain,33,11.8,952.26
running in this weather,33,11.8,952.26
running instead,33,11.8,952.26
running laps,33,11.8,952.26
running late for church,40,1.8,145.26
running later,33,11.8,952.26
running mate,33,11.8,952.26
running outside,33,11.8,952.26
running outside in,33,11.8,952.26
running outside today,33,11.8,952.26
running partner,33,11.8,952.26
running path,33,11.8,952.26
running path http,33,11.8,952.26
running path w,33,11.8,952.26
running route,33,11.8,952.26
running stairs,33,8.8,710.16
running the track,33,11.8,952.26
running today,33,11.8,952.26
running tomorrow,33,11.8,952.26
running tomorrow morning,33,11.8,952.26
running tonight,33,11.8,952.26
running track http,33,11.8,952.26
running trail,33,11.8,952.26
running trail http,33,11.8,952.26
running two miles,33,11.8,952.26
running up and down the stairs,33,8.8,710.16
running up the stairs,33,8.8,710.16
running weather,33,11.8,952.26
running while,33,11.8,952.26
running wit,33,11.8,952.26
running with logyourrun #twtmydst,33,11.8,952.26
running with logyourrun pro #twtmydst,33,11.8,952.26
running with me,33,11.8,952.26
running yesterday,33,11.8,952.26
rushing to get dressed,34,2.5,201.75
sadie hawkins dance,7,7.8,629.46
safety dance,7,7.8,629.46
sailin,39,3,242.1
sailing,39,3,242.1
sailing http,39,3,242.1
sailing with,39,3,242.1
salmon fishing,8,3.5,282.45
salsa dance,7,4.5,363.15
salsa dancing,7,4.5,363.15
salsa dancing tonight,7,4.5,363.15
sand run,33,11.8,952.26
santa run,33,11.8,952.26
sat and watched,16,1.3,104.91
sat down and watched,16,1.3,104.91
sat down and watched a,16,1.3,104.91
sat down to eat,35,1.5,121.05
sat here and ate,35,1.5,121.05
sat here and watched,16,1.3,104.91
sat on the toilet,34,1.8,145.26
sat there and watched,16,1.3,104.91
saturday cleaning ,9,3.3,266.31
saturday is always good for shopping,13,2.3,185.61
saturday morning run,33,11.8,952.26
saturday shopping,13,2.3,185.61
save me a dance,7,7.8,629.46
saw me standing there,23,1.3,104.91
saw you at the game,31,1.5,121.05
sawing,19,5.8,468.06
sawing logs,19,5.8,468.06
scared to watch it,16,1.3,104.91
school and church,40,1.8,145.26
school of dance,7,7.8,629.46
school shopping,13,2.3,185.61
school shopping already,13,2.3,185.61
school shopping soon,13,2.3,185.61
school shopping today,13,2.3,185.61
school shopping tomorrow,13,2.3,185.61
school shopping with,13,2.3,185.61
screenwriting,25,1.5,121.05
screenwriting class,25,1.5,121.05
script writing,25,1.5,121.05
scuba diving,39,7,564.9
scuba diving and,39,7,564.9
sea fishing,8,3.5,282.45
second dance party,7,7.8,629.46
second run of the day,33,11.8,952.26
second shower,34,2,161.4
second shower of the day,34,2,161.4
second time watching it,16,1.3,104.91
seeing you at the game,31,1.5,121.05
senior dance,7,7.8,629.46
senior walk,37,3.5,282.45
serious shopping problem,13,2.3,185.61
seriously considering cutting my hair,34,1.3,104.91
seriously just ate,35,1.5,121.05
seriously need to clean my room,9,3.3,266.31
seriously need to get my nails done,34,1.3,104.91
seriously need to stop eating,35,1.5,121.05
sex while camping,30,2.5,201.75
sexy dance,7,7.8,629.46
shall eat,35,1.5,121.05
shall i cook,10,3.5,282.45
shall i cook today,10,3.5,282.45
shall i eat,35,1.5,121.05
shall i eat for lunch,35,1.5,121.05
shall i eat today,35,1.5,121.05
shall we dance,7,7.8,629.46
shall we eat,35,1.5,121.05
shark fishing,8,3.5,282.45
shave again,34,2,161.4
shave all my hair off,34,2,161.4
shave and a haircut,34,1.3,104.91
shave and shower,34,2,161.4
shave and shower,34,2,161.4
shave asap,34,2,161.4
shave everyday,34,2,161.4
shave everything,34,2,161.4
shave it up,34,2,161.4
shave mine,34,2,161.4
shave my,34,2,161.4
shave my armpits,34,2,161.4
shave my arms,34,2,161.4
shave my balls,34,2,161.4
shave my beard,34,2,161.4
shave my beard off,34,2,161.4
shave my face,34,2,161.4
shave my hair,34,2,161.4
shave my head,34,2,161.4
shave my head again,34,2,161.4
shave my head bald,34,2,161.4
shave my legs,34,2,161.4
shave my legs for,34,2,161.4
shave my mustache,34,2,161.4
shave my pubes,34,2,161.4
shave soon,34,2,161.4
shave them,34,2,161.4
shave this morning,34,2,161.4
shave tho,34,2,161.4
shave though,34,2,161.4
shave tomorrow,34,2,161.4
shaved,34,2,161.4
shaved and,34,2,161.4
shaved for the first time,34,2,161.4
shaved my,34,2,161.4
shaved my beard,34,2,161.4
shaved my beard off,34,2,161.4
shaved my face,34,2,161.4
shaved my head,34,2,161.4
shaved my legs,34,2,161.4
shaved my legs for,34,2,161.4
shaved my legs today,34,2,161.4
shaved my mustache,34,2,161.4
shaved off,34,2,161.4
shaved today,34,2,161.4
shaving again,34,2,161.4
shaving it,34,2,161.4
shaving my,34,2,161.4
shaving my beard,34,2,161.4
shaving my face,34,2,161.4
shaving my head,34,2,161.4
shaving my legs,34,2,161.4
