activity,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
"sittin in the back",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"sittin in the car",3,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
"sittin in the console",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"sittin in the dark",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
"sittin in the house",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"sittin in the parkin lot",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"sittin in the parking lot",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"sittin in this house",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"sittin in traffic",0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"sittin n",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"sittin next",0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"sittin next to",1,1,0,7,0,0,2,0,10,10,0,2,2,1,1,0,4,0,4,4,2,1,5,1,0,1,1,0,4,0,3,0,0,3,0,0,11,0,1,0,1,6,1,0,1,2,0,2,1
"sittin next to me",2,1,0,1,0,0,0,0,3,2,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,3,0,0,0,0,4,0,0,0,2,0,1,0
"sittin on",6,2,2,36,3,5,7,2,13,13,0,12,7,2,3,2,14,0,6,7,7,1,6,5,1,2,0,0,9,0,10,9,0,11,3,0,20,0,15,0,11,16,3,0,7,5,2,5,1
"sittin on a toilet",0,1,0,3,0,1,0,0,1,2,0,1,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
"sittin on da toilet",0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0
"sittin on da toilet",0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0
"sittin on my",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"sittin on my ass",0,1,0,2,0,1,0,0,0,1,0,2,2,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"sittin on my couch",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sittin on my porch",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sittin on tha toilet",0,0,0,5,0,0,1,0,1,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0
"sittin on the",2,0,0,3,0,1,0,1,3,4,0,1,1,2,0,0,0,0,0,3,2,1,3,0,0,0,0,0,0,0,4,4,0,4,1,1,5,0,1,0,3,1,0,0,0,1,0,1,0
"sittin on the bench",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"sittin on the couch",2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"sittin on the counter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sittin on the dock of",0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,2,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
"sittin on the floor",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"sittin on the porch",0,1,0,0,1,0,1,0,2,5,0,1,0,0,0,2,2,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,2,0,0,0,0,1,0,0
"sittin on the runway",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sittin on the toilet",0,0,0,4,0,3,4,1,1,4,0,1,2,3,3,1,0,0,3,3,5,2,1,4,0,0,1,0,4,0,3,3,0,8,1,0,6,0,1,0,2,10,0,0,2,1,0,2,0
"sittin only",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"sittin outside",4,1,2,3,0,1,1,0,4,14,0,4,3,0,1,3,14,0,6,1,7,0,8,5,1,1,2,1,3,0,3,7,0,3,1,0,3,0,4,0,3,10,0,0,4,0,0,1,0
"sittin outside on",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"sittin outside with",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"sittin right",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
"sittin right in front",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"sittin right next",0,0,0,0,1,0,1,0,2,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,5,1,0,2,0,0,0,0,5,0,0,1,1,0,0,0
"sittin round",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sittin there",1,0,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0,0,2,2,0,0,1,0,0,0,0
"sittin there like",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"sittin under the dryer",0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"sittin under this hot ass dryer",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sittin w",1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"sittin wit",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"sittin with",2,0,1,2,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
"sittin with my feet in",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"sittin'",1,1,0,3,1,0,1,0,2,1,0,3,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,4,0,0,1,0,2,0,1,2,0,0,0,0
"sittin' back",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"sittin' in",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"sittin' on",0,1,0,3,0,1,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0
"sittin' on the toilet",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"sitting",80,64,40,402,50,63,22,37,215,159,8,168,95,35,36,38,122,14,119,95,150,56,59,85,3,15,56,13,121,15,271,138,5,218,47,52,183,9,86,5,88,343,26,2,136,68,21,73,6
"sitting across",1,0,0,9,0,1,0,1,4,1,0,3,1,0,0,1,2,0,1,0,2,3,0,4,0,0,0,0,1,0,4,3,0,0,0,0,1,2,1,0,3,3,2,0,1,0,1,0,0
"sitting across from",1,2,0,13,6,2,2,1,5,3,0,4,1,2,0,1,2,1,4,3,6,1,0,0,0,2,1,0,2,0,13,2,0,6,0,1,4,0,1,1,3,4,0,0,3,1,1,3,0
"sitting across from me",0,0,0,11,0,1,0,2,4,1,0,5,1,1,0,1,1,0,0,4,3,0,0,1,0,0,1,0,2,0,9,2,0,4,1,1,4,0,0,0,0,6,1,0,3,1,0,0,0
"sitting alone",2,2,2,22,4,3,0,1,9,5,1,5,6,4,2,0,0,0,1,9,7,2,2,0,1,0,2,0,8,1,16,3,0,5,1,1,7,1,2,0,5,14,2,1,5,4,3,1,0
"sitting alone at",2,0,0,2,0,1,0,0,0,1,0,3,0,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
"sitting alone at lunch",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"sitting alone in",2,0,0,2,0,0,0,0,4,0,0,1,0,1,1,0,0,1,1,5,2,1,0,1,0,1,0,0,3,1,5,0,1,3,0,0,3,0,0,0,2,1,0,0,1,0,2,1,0
"sitting alone in a restaurant",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"sitting around",14,4,13,52,8,12,4,2,34,25,0,25,21,10,3,11,17,0,8,9,28,16,13,13,1,3,6,4,18,3,38,18,2,43,6,2,42,5,11,0,10,30,10,1,19,10,8,12,0
"sitting around a",0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"sitting around a fire",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,0,4,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0
"sitting around a table",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"sitting around doing absolutely nothing",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"sitting around doing nothing",1,0,0,2,0,1,0,0,2,1,0,1,2,0,1,2,1,1,0,1,2,1,2,1,0,1,0,0,1,0,2,3,0,0,1,1,1,0,0,0,0,2,1,0,0,2,0,0,0
"sitting around miserable",1,1,1,2,1,1,0,0,2,0,0,0,1,0,0,1,2,1,2,1,2,0,1,0,0,0,0,0,2,0,1,0,0,2,1,0,3,0,0,0,3,3,0,0,0,0,2,0,0
"sitting around talking about",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0
"sitting around waiting",0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0
"sitting around waiting for",0,2,0,2,0,0,0,0,3,2,0,4,2,0,1,1,0,0,2,0,1,0,0,1,0,2,1,2,1,1,2,0,0,4,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0
"sitting around watching",0,2,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0
"sitting around watching the",0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"sitting around with",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting around with the guys drinking",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"sitting at",35,14,14,96,16,7,3,7,55,36,3,48,29,13,12,18,22,2,31,22,40,28,15,23,0,6,8,3,18,3,49,46,3,75,14,15,60,8,15,2,46,73,5,1,33,22,15,16,1
"sitting at a",2,2,2,12,1,3,1,1,7,5,2,8,8,1,0,2,1,0,4,2,10,2,2,4,0,2,1,1,4,1,6,5,0,4,3,1,9,1,4,0,5,11,1,0,3,1,1,3,0
"sitting at a bar",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,2,1,2,3,1,0,0,1,1,0,0,2,0,1,0,0
"sitting at a desk",0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
"sitting at a red light",0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"sitting at a table",0,0,0,4,1,1,0,0,5,0,0,3,2,0,0,1,1,0,1,0,3,0,1,0,1,0,2,1,2,2,1,2,1,4,0,0,4,0,2,0,3,4,0,0,2,1,1,2,0
"sitting at a table with",0,1,0,1,1,0,0,0,4,0,1,2,0,0,0,0,0,0,1,1,2,0,1,1,0,0,2,0,0,1,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"sitting at church",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"sitting at home",16,5,9,41,6,3,4,0,16,22,4,33,22,5,8,15,5,2,10,9,27,11,8,14,1,4,5,0,12,1,20,20,1,66,12,3,18,1,9,1,14,23,4,1,10,7,4,10,0
"sitting at home all",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"sitting at home all day",0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0
"sitting at home all night",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"sitting at home alone",0,0,0,5,1,0,0,0,0,1,0,3,1,3,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,3,0,0,11,2,0,0,0,2,0,1,3,2,0,0,0,0,2,0
"sitting at home alone on a friday night",0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"sitting at home bored",1,0,2,2,0,0,0,0,2,0,1,4,2,2,0,2,1,0,3,1,3,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"sitting at home by myself",1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,2,1,0,0,0,0,0,2,0,0,0,0,1,2,0
"sitting at home doing",0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"sitting at home doing nothing",0,1,0,3,0,0,0,0,0,0,0,3,0,0,2,0,1,0,2,1,2,0,0,0,0,0,2,0,1,1,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at home on",3,0,0,0,0,1,0,0,0,1,0,3,0,2,2,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,0
"sitting at home on a friday night",2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"sitting at home on twitter",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"sitting at home tonight",0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"sitting at home watching",1,1,3,5,1,1,1,0,0,6,6,2,4,2,2,1,1,0,1,3,1,0,0,2,1,1,1,0,0,0,4,1,0,6,1,1,1,0,0,0,1,5,2,0,1,0,0,0,0
"sitting at home watching movies",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at home watching the",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
"sitting at home watching tv",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"sitting at home with",2,0,1,3,0,0,0,0,2,1,0,0,2,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,3,0,1,0,1,4,0,0,0,1,2,1,0
"sitting at home with nothing to do",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at my",3,1,0,5,3,1,0,0,5,4,1,6,4,1,0,0,2,0,6,2,8,2,0,3,0,0,0,1,1,0,7,3,0,13,2,0,6,1,2,1,3,6,1,0,1,2,1,0,0
"sitting at my desk",0,1,1,7,0,2,0,1,1,4,0,2,0,0,0,0,3,0,3,0,3,1,2,2,0,0,0,0,2,0,2,3,0,4,1,1,3,1,2,0,1,11,0,0,5,1,0,0,0
"sitting at my kitchen table",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at my table",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"sitting at school",1,1,0,1,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at the",12,7,6,58,5,4,3,3,37,24,4,20,16,6,4,11,13,4,14,12,27,18,9,10,0,2,10,5,19,4,28,19,1,21,5,6,26,5,9,1,17,44,2,0,17,17,5,7,1
"sitting at the airport",0,5,0,2,3,0,0,0,3,3,0,2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
"sitting at the bar",3,1,0,6,3,0,1,0,2,3,0,2,1,1,2,0,2,0,2,3,1,4,0,1,0,0,2,1,0,0,4,2,0,2,0,1,9,0,1,2,4,3,1,0,3,0,1,2,0
"sitting at the bus stop",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at the dentist",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"sitting at the dmv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"sitting at the doctors",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"sitting at the doctors office",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"sitting at the gate",0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0
"sitting at the hospital",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"sitting at the hospital waiting",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at the hospital with",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at the house",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"sitting at the kids table",1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at the kitchen table",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"sitting at the light",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"sitting at the park",0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"sitting at the table",8,0,2,13,0,2,0,1,2,5,0,2,1,0,1,2,3,1,2,2,5,1,1,4,0,0,0,0,0,0,4,3,0,7,0,0,3,0,1,0,2,7,1,0,4,1,0,1,0
"sitting at the table next to",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sitting at the table next to me",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
